currentId,title,overview,genres,runtime,releaseDate,posterPath
2718,Und keiner weint mir nach,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",Drama,111.0,1996-02-29,https://flixpatrol.com/runtime/cache/files/posters/g/w350/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg
2722,My Mother's Courage,"The deportation of 4000 Jews from Budapest to Auschwitz in July 1944, as told by George Tabori, and how the narrator's mother escaped it, owing to coincidence, courage and some help from where you'd least expect it.",Drama,93.0,1995-09-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/xxhP6gUVA6lcHuv0CpOyRixnuPY.jpg
2723,Eddie,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima","Action, Comedy",100.0,1996-05-31,https://flixpatrol.com/runtime/cache/files/posters/g/w350/xl4WRePyVL9GYEnGmOSKbU0Hd8g.jpg
2761,James and the Giant Peach,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.","Adventure, Animation, Family",79.0,1996-04-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/fDfgO1jkPAIX9ZbXka9XcOfDWl3.jpg
2769,All Things Fair,This film is set in 1943 when the whole of Europe was embroiled in WWII. It deals with attraction of a 15 year old boy Stig to his teacher Viola. The whole movie revolves around the sexual encounters between Stig and Viola and how he eventually grows out of it.,"War, Drama, Romance",130.0,1995-03-08,https://flixpatrol.com/runtime/cache/files/posters/g/w350/uJD0PvYGAa1IoZBsX4E6GQ4K2In.jpg
2819,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.","Animation, Comedy, Drama, Family, Fantasy",88.0,1996-11-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bJhVLribUKCrKv1h1WFqv4QmRWM.jpg
2840,Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",Science Fiction,98.0,1968-10-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/fntrx2BzHkdSNFe5jkgP09XsK7g.jpg
2918,Country Life,"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920s. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey.","Drama, Romance",118.0,1994-10-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/s961qNIvQYGbHc7NbgqmFBocL4U.jpg
2947,Mrs. Winterbourne,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.","Comedy, Romance, Drama",105.0,1996-04-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/4XNWsXCv7vY04RzxyUrN7zWHlxU.jpg
2952,Feeling Minnesota,"Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.","Action, Comedy, Drama, Thriller",99.0,1996-09-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/t7s9kxuSXnf3GwpK2dMzwv4Xcnn.jpg
2976,Angus,"Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him","Comedy, Drama, Family, Romance",90.0,1995-09-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/71HAhRaGJmFQGwuvx6FOr8YO9NH.jpg
2983,Priest Daens,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the petite bourgeoisie in oppressing workers. He writes a few columns for the Catholic paper, and soon workers are listening and the powerful are in an uproar. He's expelled from the Catholic party, so he starts the Christian Democrats and is elected to Parliament. After Rome disciplines him, he must choose between two callings, as priest and as champion of workers. In subplots, a courageous young woman falls in love with a socialist and survives a shop foreman's rape; children die; prelates play billiards.","Drama, History",138.0,1992-09-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/4fS6fxlj8drUKI17eBsDIm9mfF8.jpg
2987,The Quest,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.","Action, Adventure",95.0,1996-04-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/z05SPecyjaryEedxX9noKQdqIFH.jpg
2993,Sunset Park,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",Drama,99.0,1996-04-26,https://flixpatrol.com/runtime/cache/files/posters/g/w350/1vJ3QnfuVeqtHSglG3oUT6t86T3.jpg
2997,Mulholland Falls,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.","Drama, Mystery, Thriller",107.0,1996-04-26,https://flixpatrol.com/runtime/cache/files/posters/g/w350/hZRbWIPqVlp1fslaAmC2WOWNjBU.jpg
3004,Oliver & Company,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.","Animation, Comedy, Family",74.0,1988-11-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/m54pXsIUy3IJoaGhk3RwKsZQPG8.jpg
3007,Of Love and Shadows,"Irene is a magazine editor living under the shadow of the Pinochet dictatorship in Chile. Francisco is a handsome photographer and he comes to Irene for a job. As a sympathizer with the underground resistance movement, Francisco opens her eyes and her heart to the atrocities being committed by the state.",Drama,103.0,1994-05-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/uM64Zehu9W5Ix237Hz3WEl9a6i5.jpg
3008,Dead Man,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.","Drama, Fantasy, Western",121.0,1995-12-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/vGobIvxSiFvAmwqH8BlC3SpET0C.jpg
3010,The Horseman on the Roof,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.","War, Adventure, Drama, Romance",135.0,1995-09-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/uT9rty5z1lyI7C0ScwS7XPX0pZX.jpg
3020,Multiplicity,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.","Comedy, Fantasy",117.0,1996-07-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/lFbBQ55MkBxVxQPwALjzMu3y9rD.jpg
3033,The Craft,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.","Drama, Fantasy, Horror, Thriller",101.0,1996-05-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/5QoAIazIjidUcnD4Vggvmvg42NW.jpg
3052,War Stories Our Mother Never Told Us,"Seven New Zealand women speak about their lives during World War II: some lost husbands, some got married, some went into service themselves. The director lets the women tell their stories simply, alternating between them talking and archival footage of the war years.","Action, Adventure, Crime, Mystery, Thriller",95.0,1995-10-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg
3081,Heaven's Prisoners,"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.","Drama, Mystery, Thriller",132.0,1996-05-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/tJ61l57S7iMiHgzZJHehpfxjt2V.jpg
3083,The Rock,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.","Action, Adventure, Thriller",136.0,1996-06-06,https://flixpatrol.com/runtime/cache/files/posters/g/w350/pAVaLJQBRM4JlZEGXvezwbxOd15.jpg
3104,Barb Wire,"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",Action,98.0,1996-05-02,https://flixpatrol.com/runtime/cache/files/posters/g/w350/7i4kiXdS79K39BTSYJskartxfe7.jpg
3113,Spy Hard,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.","Action, Comedy",81.0,1996-05-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/rYIqre2VJvykvXuQSVC0D3Hs4LU.jpg
3128,A Close Shave,"Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth.","Family, Animation, Comedy",30.0,1995-12-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/efFW4euBJIha6WVJoBPSfyui2Aa.jpg
3152,Vermont Is for Lovers,"Vermont is for Lovers is an independently produced docudrama released in 1992, starring George Thrush and Marya Cohn and shot on location Tunbridge, Vermont. The film concerns a couple visiting Vermont in order to be married, and interviewing local residents on the subject of marriage.[Largely improvised and using non-professional actors, the film was shown at various film festivals including the Melbourne International Film Festival and the Hawaii International Film Festival. The movie was not terribly well received by the national press, with the New York Times calling it, ""vaguely amiable"". While the Washington Post review commented that the film was an ""all-too-easy target for ridicule"", it also mentioned one of the film's high points: ""In one scene, a typically droll Vermont resident (playing himself) sums up his state's fabled coolness to strangers by suggesting that a sign be placed at the state line, reading ""Welcome to Vermont. Now Leave.""""","Action, Adventure, Crime, Mystery, Thriller",88.0,1995-10-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg
3174,Ashes of Time,"The film is set in five parts, five seasons that are part of the Chinese almanac. The story takes place in the jianghu, the world of the martial arts. Ouyang Feng has lived in the western desert for some years. He left his home in White Camel Mountain when the woman he loved chose to marry his elder brother rather than him. Instead of seeking glory, he ends up as an agent. When people come to him with a wish to eliminate someone who has wronged them, he puts them in touch with a swordsman who can do the job.","Drama, Action",100.0,1994-09-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ir2277KpcFcJYZ0VApCXAi5hXm3.jpg
3175,The Jar,"In the yard of an Iranian village school stands in the shade of a tree a large stoneware jar from which all the pupils drink fresh water. On an unfortunate day, the jar starts leaking. The schoolmaster tries hard to get a new one but in vain. The only solution is to have it fixed...","Action, Adventure, Crime, Mystery, Thriller",86.0,1994-04-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bWMc7hTWS9gZ4V45dyiqxdFhxFw.jpg
3181,Striptease,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.","Drama, Thriller, Crime",115.0,1996-06-28,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9ghJrXb6ja0yz5ITSsBHx64RLlX.jpg
3185,Heavy,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.","Drama, Romance",105.0,1995-01-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/y0yIzgFOxJMvyOOtOQfPt2Fa8xH.jpg
3210,I Shot Andy Warhol,"Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but he continued to ignore her. So she shot him. This is Valerie's story.",Drama,103.0,1996-05-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bW6Y0qC9S6DYlBDUtKdwjqIDSYE.jpg
3219,The Grass Harp,"Based on the novel by Truman Capote, this often-witty coming-of-age drama looks at a young man growing up with an unusual family in the Deep South in the 1940s.","Comedy, Drama, Family",107.0,1995-09-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/pcdi92LC26RW3zm97SwF3NXYTUr.jpg
3225,Someone Else's America,"This tale takes place in a bar. The Spanish Alonso and his blind mother run this place. Bay, who is Alonso's friend live here too. This story tells something about Alonso and Bay and the ""American Dream"".",Drama,96.0,1995-09-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/t1L4Bd3Sm6xod39cPJKZLkt9t00.jpg
3262,Pharaoh's  Army,"Union soldiers in search of food descend on the farm of a Confederate family and decide to stay until one in their ranks' wounds have healed. While the war weary Union captain (Chris Cooper) falls for the mother of the family (Patricia Clarkson) - whose husband is off fighting for the rebels - her son plots revenge on the dirty, double-dealing Yankees. Co-stars Kris Kristofferson.","Western, Drama, War",90.0,1995-01-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/g0OKf2qetnEJ9vuvLLHnD6skfbn.jpg
3265,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.","Drama, Crime",93.0,1996-02-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/p1O3eFsdb0GEIYu87xlwV7P4jM1.jpg
3266,Til There Was You,"Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight.","Comedy, Romance",113.0,1997-05-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6wL2SZlH9P7ZEKO9I101fu8vhRb.jpg
3272,Stealing Beauty,"Lucy Harmon, an American teenager is arriving in the lush Tuscan countryside to be sculpted by a family friend who lives in a beautiful villa. Lucy visited there four years earlier and exchanged a kiss with an Italian boy with whom she hopes to become reacquainted.","Drama, Romance",116.0,1996-03-29,https://flixpatrol.com/runtime/cache/files/posters/g/w350/tPSznZ6BybcVtZdrdApVi6lgfoM.jpg
3273,The Cable Guy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.","Comedy, Drama, Thriller",96.0,1996-06-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/mqb62jLrlrT6XS1rR8cprtEW2Z6.jpg
3285,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.","Action, Drama, Mystery, Thriller",115.0,1996-06-21,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bmOG5k07nrnS8T49NVPM1LnrOf1.jpg
3328,The Frighteners,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.","Horror, Comedy",110.0,1996-07-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/cS3QPtMsE1jsEWUww5WsPE275Jb.jpg
3358,Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.","Drama, Mystery, Romance",135.0,1996-06-21,https://flixpatrol.com/runtime/cache/files/posters/g/w350/eSuuTqr5wmzWu4OCS51Qw0q6VrV.jpg
3408,A Time to Kill,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.","Crime, Drama, Thriller",149.0,1996-07-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/sCHK5jHhRcrXZvZDekZXvRkDOHc.jpg
3418,Rendezvous in Paris,Three stories of love and coincidence around the theme of dates in Paris.,"Romance, Comedy",94.0,1995-03-22,https://flixpatrol.com/runtime/cache/files/posters/g/w350/qJ4su2pmWsOthJqfQ5RnNgMQu58.jpg
3421,Alaska,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues.",Adventure,109.0,1996-08-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/apsLNAJ9Vxgv2a7a298nDy3iqrF.jpg
3429,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.","Action, Comedy, Thriller",98.0,1996-07-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/fUIRCdLlfrEPIGzlmdRaQhxoNi5.jpg
3435,Kazaam,Shaquille O'Neal as a rapping genie protects a little boy.,"Fantasy, Comedy, Family",93.0,1996-07-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/feEgPqyjzzYI2NyuqM70JsXA6Qy.jpg
3461,Larger Than Life,"Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of an elephant that was his father's pride and joy in circus acts. His main intention is to sell the pachyderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two treks through the country Jack and the elephant develop a bond, and it changes his approach on life for the better.","Family, Comedy",93.0,1996-10-31,https://flixpatrol.com/runtime/cache/files/posters/g/w350/hrnStoGvCyJT4vvIWinTlt8fNVG.jpg
3477,A Very Brady Sequel,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",Comedy,90.0,1996-08-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/qzsNA9uYrnjeKDnuRNf5rUOCpOH.jpg
3489,Hedd Wyn,"'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar.","War, Drama",123.0,1992-01-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/3ZOmEBVz1r2gPJ4EezAMquJFpxO.jpg
3505,Regular Guys,"Christoph, cop and self-confident macho, has trouble with his fiance. After a long night he wakes up in the arms of Edgar, a good-looking, gay auto-mechanic. His live gets more and more troublesome after his girl friend throws him out of their apartment and as last resort he moves to Edgars place. Working together with a new, good-looking, very self-confident, female collegue, but living with a good-looking gay guy makes him pretty uncertain about his sexuality and his role as a cop. Written by Konstantin Articus","Comedy, Foreign",100.0,1996-05-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/tPU3Qif3wRMOCEpdVMP3NKTvuQx.jpg
3512,The Adventures of Pinocchio,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.","Animation, Family, Fantasy",90.0,1996-07-26,https://flixpatrol.com/runtime/cache/files/posters/g/w350/fT5b16eeBcroK6OhsmxYPTv36gQ.jpg
3527,Joe's Apartment,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.","Fantasy, Comedy, Music",78.0,1996-07-26,https://flixpatrol.com/runtime/cache/files/posters/g/w350/iLwLJYlhvAPS5g6WU7nqST8Uxc9.jpg
3534,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",Comedy,102.0,1996-09-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/k4gb8CcRgvYM0XB0SBEiWzBhe3f.jpg
3535,High School High,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",Comedy,86.0,1996-10-25,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8KlvHpAoNoYx3xawMQRnzy16uk.jpg
3538,The Crow: City of Angels,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.","Action, Fantasy, Thriller",84.0,1996-08-29,https://flixpatrol.com/runtime/cache/files/posters/g/w350/kxe6WvICLt8Z5nB76nuPh9OO4DG.jpg
3552,Eyes Without a Face,Professor Genessier is guilt-stricken after his daughter's face is disfigured in a car accident. He intends to rebuild his daughter's face via grafting skin tissue; he only needs a supply of donors to experiment on.,"Drama, Horror, Thriller",90.0,1960-01-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/orqJcha6R8vxIzL2ggCQm0LjRBa.jpg
3555,Bordello of Blood,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.","Horror, Comedy",87.0,1996-08-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/k3DDcdfIfwKubjcFWqIkVL7cQFC.jpg
3578,The Spitfire Grill,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.","Comedy, Drama",117.0,1996-08-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/kYSj97p75T0HD2RdSa4QpJbxAA9.jpg
3617,Cyclo,Follows a young cyclo (bicycle cab) driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.,"Crime, Drama",123.0,1995-01-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/mdOsnSVTLwHMEH1juOLMiwXcO5o.jpg
3623,Tin Cup,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,"Comedy, Drama, Romance",135.0,1996-08-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/dS5OwlFbIy5nQMaY9B4gWLe5a05.jpg
3638,Maybe... Maybe Not,"Der Bewegte Mann is a German comedy about a heterosexual man, Axel, who is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.","Comedy, Drama",90.0,1994-10-05,https://flixpatrol.com/runtime/cache/files/posters/g/w350/7UEzKYus31qTtyGDftRhao7kxbb.jpg
3639,Police Story 3: Supercop,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,"Action, Crime, Thriller",95.0,1992-07-04,https://flixpatrol.com/runtime/cache/files/posters/g/w350/entsYeDr0LVMqWnnmu7CDGZA1fx.jpg
3707,Carpool,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner.","Comedy, Family",89.0,1996-08-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/iF3exraajWgTwBXtjMKwfdyPXOj.jpg
3747,Killer: A Journal of Murder,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks.",Drama,91.0,1996-09-06,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bGhq64TzH7i1jSmK0tYHbDmgzVQ.jpg
3755,The Relic,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.","Horror, Mystery, Thriller",110.0,1997-01-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jD853TWyJYuksMldrFWaXMovRg0.jpg
3763,First Kid,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.","Comedy, Family",101.0,1996-08-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/h0rYlopeP1mKiQVxAzsB3QmU5w6.jpg
